Metascore,BoxOffice,Website,imdbRating,imdbVotes,Runtime,Language,Rated,Production,Released,imdbID,Plot,Director,Title,Actors,Response,Type,Awards,DVD,Year,Poster,Country,Genre,Writer
N/A,N/A,N/A,7.1,"2,656",101 min,"English, Italian",Passed,MGM Home Entertainment,02 Sep 1955,tt0048216,"Three soldiers meet ten years after their last meeting in New York, and find out that they have little in common now.","Stanley Donen, Gene Kelly",It's Always Fair Weather,"Gene Kelly, Dan Dailey, Cyd Charisse, Dolores Gray",True,movie,Nominated for 2 Oscars. Another 1 nomination.,25 Apr 2006,1955,https://m.media-amazon.com/images/M/MV5BODVjYzhmODktNjI4YS00NTBkLWE2MTYtN2JjYjUyYmVkYzU5XkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg,USA,"Comedy, Drama, Musical, Romance","Betty Comden (story), Adolph Green (story), Betty Comden (screenplay), Adolph Green (screenplay)"
N/A,N/A,N/A,6.9,304,88 min,English,Approved,N/A,23 Dec 1955,tt0048217,"A bull terrier tells his life story, from the streets of the Bowery to a life of luxury.",Herman Hoffman,It's a Dog's Life,"Jeff Richards, Jarma Lewis, Edmund Gwenn, Dean Jagger",True,movie,N/A,19 Aug 1992,1955,https://m.media-amazon.com/images/M/MV5BNDQ5MDQ1OTEwNV5BMl5BanBnXkFtZTgwMTM4ODc1MzE@._V1_SX300.jpg,USA,"Drama, Comedy",'Richard Harding Davis (story "The Bar Sinister"), John Michael Hayes'
N/A,N/A,N/A,N/A,N/A,92 min,Japanese,N/A,N/A,08 Mar 1955,tt0048218,N/A,Masanori Kakei,Izumi e no michi,"Ineko Arima, Yû Fujiki, Momoko Kôchi, Seiji Miyaguchi",True,movie,N/A,N/A,1955,N/A,Japan,N/A,"Kazuo Hirotsu (story), Ichirô Ikeda"
N/A,N/A,N/A,3.9,30,100 min,German,N/A,N/A,01 Dec 1955,tt0048219,The Berlin bar pianist Peter drives with his friend Hans to Tirol. There both fall in love with the pretty Gretel daughter of restaurant operator Ignaz Musbauer. But Gretel may marry only ...,Géza von Bolváry,"Ja, ja die Liebe in Tirol","Gerhard Riedmann, Hans Moser, Doris Kirchner, Carla Hagen",True,movie,N/A,N/A,1955,http://ia.media-imdb.com/images/M/MV5BMTYyOTg0MTU3NF5BMl5BanBnXkFtZTgwNDMzNTAzMTE@._V1_SX300.jpg,West Germany,Comedy,"Gustav Kampendonk (screenplay), Hanns Kräly (book)"
N/A,N/A,N/A,6.8,62,12 min,English,N/A,N/A,N/A,tt0048220,N/A,Lotte Reiniger,Jack and the Beanstalk,Deryck Guyler,True,movie,N/A,N/A,1955,N/A,UK,"Animation, Short, Family",N/A
N/A,N/A,N/A,7.0,243,61 min,English,Approved,N/A,18 Sep 1955,tt0048222,"Chuck, a reporter for The Blade newspaper, gets beaten up while trying to get a story on prison corruption, and the rest of the Bowery Boys, Slip, Sach, and Butch, get themselves arrested ...",William Beaudine,Jail Busters,"Leo Gorcey, Huntz Hall, Bernard Gorcey, Barton MacLane",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BYWY3OWU5MmItMWEyZi00ZmM4LWI1NjEtM2E4ZGMzMzllMjkzXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_SX300.jpg,USA,Comedy,"Edward Bernds (screenplay), Elwood Ullman (screenplay)"
N/A,N/A,N/A,6.9,88,105 min,Czech,N/A,N/A,07 May 1957,tt0048223,N/A,Otakar Vávra,Jan Zizka,"Zdenek Stepánek, Frantisek Horák, Karel Höger, Vlasta Matulová",True,movie,N/A,N/A,1957,http://ia.media-imdb.com/images/M/MV5BZTc0MDY1ODQtOTFmYS00OTFlLWE3ZDUtMjQ3NTRlNzIzYWY1XkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_SX300.jpg,Czechoslovakia,"Drama, War","Milos Václav Kratochvíl (story), Otakar Vávra (story)"
N/A,N/A,N/A,N/A,N/A,N/A,Swedish,N/A,N/A,10 Oct 1955,tt0048224,N/A,Bengt Palm,Janne Vängman och den stora kometen,"Adolf Jahr, Brita Öberg, Karl Erik Flens, Sten Gester",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BYmQ1NDU3NjItYjljOS00YTdiLTg2ZWItMTZjYzU5Yzk5Yzk2XkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,Sweden,Comedy,Åke Ohlmarks
N/A,N/A,N/A,N/A,N/A,N/A,Hindi,N/A,N/A,N/A,tt0048225,N/A,S. Shamsuddin,Jashan,"Agha, Karan Dewan, Kuldip Kaur, Murad",True,movie,N/A,N/A,1955,N/A,India,N/A,N/A
N/A,N/A,N/A,6.1,48,95 min,French,N/A,N/A,20 Sep 1955,tt0048226,"Michel was just released from prison when he is suspected of having killed his wife as she was the one who brought him into prison. She also betrayed him with Rupert, a journalist not ...",John Berry,Je suis un sentimental,"Eddie Constantine, Bella Darvi, Olivier Hussenot, Walter Chiari",True,movie,N/A,N/A,1955,N/A,"France, Italy","Crime, Thriller","John Berry, Jacques-Laurent Bost (dialogue), Lee Gold, Tamara Hovey"
N/A,N/A,N/A,6.3,255,101 min,English,N/A,N/A,27 Feb 1957,tt0048227,"Set against the harsh natural surrounds of outback Northern Territory, Jedda captures a rare and honest glimpse into the heart and history of indigenous Australia. Young Jedda is caught ...",Charles Chauvel,Jedda the Uncivilized,"Rosalie Kunoth-Monks, Robert Tudawali, Betty Suttor, Paul Reynall",True,movie,1 nomination.,N/A,1955,https://m.media-amazon.com/images/M/MV5BOTYzY2RlNjktNTE0My00MTZmLWJkMWMtNGY1ZjBiOWY5MDkwXkEyXkFqcGdeQXVyMDM3ODU0Nw@@._V1_SX300.jpg,Australia,"Adventure, Drama, History","Charles Chauvel (screenplay by), Elsa Chauvel (screenplay by)"
N/A,N/A,N/A,5.7,6,143 min,Japanese,N/A,N/A,26 Jun 1955,tt0048228,N/A,Tomotaka Tasaka,The Maid's Kid,"Shûji Sano, Yukiko Todoroki, Chieko Higashiyama, Sachiko Hidari",True,movie,N/A,N/A,1955,N/A,Japan,Drama,"Katsuya Susaki, Tomotaka Tasaka"
N/A,N/A,N/A,N/A,N/A,N/A,Romanian,N/A,N/A,N/A,tt0048229,N/A,Iulian Mihu,Jocurile copilariei,N/A,True,movie,N/A,N/A,1955,N/A,Romania,Short,N/A
N/A,N/A,N/A,6.4,138,90 min,English,N/A,N/A,01 Feb 1956,tt0048230,'Shakespeare (more-or-less) in modern gangster setting. Lily MacBeth pushes her husband Joe to rub out the reigning crime boss and become the new "kingpin" himself. Success is short- lived, ...',Ken Hughes,Joe MacBeth,"Paul Douglas, Ruth Roman, Bonar Colleano, Grégoire Aslan",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BZjQ0NDg3NzgtNjk1Yy00MWMzLTgyZTctMTdlZjAyYTg4ZWY4XkEyXkFqcGdeQXVyNTUyNzA5ODE@._V1_SX300.jpg,USA,"Crime, Drama","Ken Hughes (screenplay), Philip Yordan (screenplay)"
N/A,N/A,N/A,6.8,119,82 min,English,N/A,Group 3,20 Feb 1956,tt0048231,This is a heart warming story about two children who run away to London so they can visit the Queen.,William Fairchild,John and Julie,"Colin Gibson, Lesley Dudley, Noelle Middleton, Moira Lister",True,movie,1 win & 1 nomination.,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzMjYwOTEyOF5BMl5BanBnXkFtZTcwNTgzNDAyMQ@@._V1_SX300.jpg,UK,"Family, Comedy","William Fairchild (by), William Fairchild"
N/A,N/A,N/A,6.0,59,98 min,English,NOT RATED,N/A,27 Jan 1956,tt0048232,The trouble with Josephine is that her ever-loving and over-sympathetic nature leads her to switch from needful men to even more needful men...,Roy Boulting,Josephine and Men,"Glynis Johns, Jack Buchanan, Donald Sinden, Peter Finch",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEzNzI2NzQ3N15BMl5BanBnXkFtZTgwMTY2Nzk1MDE@._V1_SX300.jpg,UK,Comedy,"Nigel Balchin (screenplay), Nigel Balchin (story), Roy Boulting (script and additional scenes), Frank Harvey (script and additional scenes)"
N/A,N/A,N/A,7.1,"3,125",100 min,English,Passed,Columbia Pictures,06 Apr 1956,tt0048233,"A new foreman rejects the sexual advances of a frustrated rancher's wife, which leads to conflicts that could get him killed.",Delmer Daves,Jubal,"Glenn Ford, Ernest Borgnine, Rod Steiger, Valerie French",True,movie,N/A,05 Apr 2005,1956,https://m.media-amazon.com/images/M/MV5BY2U5ZDZmZjktNDdkMC00MWE0LThmMmYtNmI2ZjcyNDk0MTcyXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,USA,"Drama, Romance, Western","Russell S. Hughes (screenplay), Delmer Daves (screenplay), Paul Wellman (novel)"
N/A,N/A,N/A,3.8,5,78 min,Spanish,N/A,N/A,11 Jan 1960,tt0048234,N/A,José María Ochoa,Juicio final,"Manuel Arbó, Matilde Artero, Joaquín Bergía, José Calvo",True,movie,N/A,N/A,1960,N/A,Spain,Drama,"José María Ochoa, José Suárez Carreño (novel), José Suárez Carreño (screenplay)"
N/A,N/A,N/A,5.6,135,93 min,English,G,N/A,01 Apr 1955,tt0048235,Four young French Army officers volunteer to join the Foreign Legion to fight in Dien Bien Phu (Vietnam) in 1954.,David Butler,Jump Into Hell,"Jacques Sernas, Kurt Kasznar, Arnold Moss, Peter van Eyck",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BMTc2OTM4ODUxN15BMl5BanBnXkFtZTgwMjMxNTgxOTE@._V1_SX300.jpg,USA,"Drama, War",Irving Wallace
N/A,N/A,N/A,7.5,291,7 min,English,APPROVED,N/A,06 Aug 1955,tt0048236,"Porky and Sylvester's desert campground is sliced away and towed into outer space by a green, bird-like Jupiterian searching for earthly animal life. But Porky remains blissfully unaware, leaving Sylvester to be terrorized by the alien.",Chuck Jones,Jumpin' Jupiter,Mel Blanc,True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BODUwOTgwNTg1MF5BMl5BanBnXkFtZTcwNTA0NjUyMQ@@._V1_SX300.jpg,USA,"Family, Sci-Fi, Animation",Michael Maltese (story)
N/A,N/A,N/A,6.3,56,91 min,English,N/A,N/A,21 Feb 1956,tt0048237,N/A,John Paddy Carstairs,Jumping for Joy,"Frankie Howerd, Stanley Holloway, A.E. Matthews, Tony Wright",True,movie,N/A,N/A,1956,https://images-na.ssl-images-amazon.com/images/M/MV5BNmQ0Y2JhZWItMTMyNS00ODllLWI4ZGUtODIyNTJhOGNhYmMyXkEyXkFqcGdeQXVyMDY4MzkyNw@@._V1_SX300.jpg,UK,"Comedy, Romance","Henry Blyth, Jack Davies"
N/A,N/A,N/A,6.3,231,70 min,English,PASSED,Columbia Pictures,01 Apr 1955,tt0048238,Priestess Oma is forever young in this Jungle Jim knockoff of "She" or the La of Opar stories from "Tarzan". The Jungle Jim type is played by Weissmuller using his own name.,Charles S. Gould,Jungle Moon Men,"Johnny Weissmuller, Jean Byron, Helene Stanton, William Henry",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BNDk1MDA2MDMwNF5BMl5BanBnXkFtZTcwMjIyMzExNQ@@._V1_SX300.jpg,USA,"Action, Adventure, Fantasy","Jo Pagano (story), Jo Pagano (screenplay), Dwight V. Babcock (screenplay)"
N/A,N/A,N/A,5.9,364,95 min,English,N/A,MGM,18 Feb 1955,tt0048239,"Fabius loves his beautiful but vulnerable city, Rome, and he also loves his beautiful but invulnerable fiancée, Amytis. Fascinated by the tales she has heard about Hannibal, who is about to...",George Sidney,Jupiter's Darling,"Esther Williams, Howard Keel, Marge Champion, Gower Champion",True,movie,N/A,22 Jan 1992,1955,http://ia.media-imdb.com/images/M/MV5BOTNlY2U5M2YtOWFmMy00NzdkLThmYmMtNmM4MjE2NWE0NGVmXkEyXkFqcGdeQXVyMTIxOTk5MzY@._V1_SX300.jpg,USA,"Adventure, Comedy, Fantasy","Dorothy Kingsley, Robert E. Sherwood (play)"
N/A,N/A,N/A,6.0,107,94 min,Japanese,N/A,N/A,14 Aug 1955,tt0048240,A yeti terrorizes people on top of Mount Fuji.,Ishirô Honda,Jû jin yuki otoko,"Akira Takarada, Akemi Negishi, Momoko Kôchi, Nobuo Nakamura",True,movie,N/A,N/A,1955,https://images-na.ssl-images-amazon.com/images/M/MV5BNzNhOTkwOGYtMTcxNC00YzFmLWE0NzItMGEzZjg1OTRhM2MxXkEyXkFqcGdeQXVyMjYwNzUxNjI@._V1_SX300.jpg,Japan,"Horror, Sci-Fi","Takeo Murata, Shigeru Kayama (story)"
N/A,N/A,N/A,7.8,32,82 min,Slovenian,N/A,N/A,09 Jul 1958,tt0048241,"There are two stories in this movie. One treats the human side, the things happening to a man in a war, the pain and pressure on his nerves and courage and how he copes with everything in ...","Kresimir Golik, Andrej Hieng",Kala,"Lojze Potokar, Stevo Zigon, Jure Dolezal, Helena Kordas",True,movie,N/A,N/A,1958,https://m.media-amazon.com/images/M/MV5BMGFlNzg3NzktYmVkYy00YzZjLWEzOTYtZTc3YjM2ZmNjOGM1XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,Yugoslavia,"Adventure, Drama, Family, War",Ivan Ribic (novel)
N/A,N/A,N/A,7.0,6,126 min,Bengali,Not Rated,N/A,12 Aug 1955,tt0048242,"A tragic story depicting and highlighting the disastrous destiny of the ethnic, eternal Indian woman 'Kangkabotir Ghat' is about the banks of river Ganga in the village of Atashi from where...",Chitta Bose,Kankabatir Ghat,"Master Babua, Rishi Banerjee, Panchanan Bhattacharya, Santi Bhattacharya",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BM2JmZTk3ZGEtNTBjNy00MzE0LWFiZDMtZmU1MGE2YzAzYjhhXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,India,N/A,"Arup Bhattacharya (lyrics), Nripendrakrishna Chatterjee (screenplay), Mahendra Gupta (story)"
N/A,N/A,N/A,5.4,21,73 min,Polish,N/A,N/A,26 Mar 1955,tt0048243,N/A,Jan Koecher,Kariera,"Jan Swiderski, Adam Mularczyk, Wanda Luczycka, Andrzej Hrydzewicz",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BMGZlMjI1ODYtZGVmMC00Y2I2LTk5MWYtM2ZlNWVhYTgzYzQ1XkEyXkFqcGdeQXVyMTc4MzI2NQ@@._V1_SX300.jpg,Poland,"Action, Drama","Tadeusz Konwicki (screenplay), Kazimierz Sumerski (screenplay)"
N/A,N/A,N/A,N/A,N/A,88 min,Swedish,N/A,N/A,14 Mar 1955,tt0048244,Complicated love at hotel Jämtlien in the Swedish mountains.,Ragnar Frisk,Karusellen i fjällen,"Åke Söderblom, Annalisa Ericson, Åke Grönberg, Elisaveta",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BZjRhOWFiYjctYTYxZi00YmY2LTkyY2UtMDUyZDhiZjhkZTBmL2ltYWdlXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_SX300.jpg,Sweden,Comedy,"Sven Paddock (play), Lars-Gunnar Perne (play), Nils Perne (play), Gösta Stevens (play), Gösta Stevens (screenplay)"
N/A,N/A,N/A,N/A,N/A,49 min,Hungarian,N/A,N/A,26 Jan 1956,tt0048245,N/A,Ágoston Kollányi,Kati és a vadmacska,"Gábor Agárdi, Edina Galgóczy, József Kababik, Sándor Kömíves",True,movie,N/A,N/A,1956,N/A,Hungary,N/A,"Ágoston Kollányi, Sándor Lestyán"
N/A,N/A,N/A,5.5,47,80 min,Finnish,N/A,N/A,18 Nov 1955,tt0048246,N/A,Ossi Elstelä,Kaunis Kaarina,"Anneli Sauli, Tapio Rautavaara, Ossi Elstelä, Esko Mannermaa",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BYTQ5MjgwZWItOTdlNS00OTRhLTg3ODgtNTE0MjMzNTk2Yzk1XkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_SX300.jpg,Finland,"Drama, Romance",Reino Helismaa
N/A,N/A,N/A,N/A,N/A,N/A,Japanese,N/A,N/A,09 Jan 1955,tt0048247,N/A,Teinosuke Kinugasa,Kawa no aru shitamachi no hanashi,"Junko Aoshima, Keiji Aoyama, Ineko Arima, Ken Hasebe",True,movie,N/A,N/A,1955,N/A,Japan,N/A,"Yasunari Kawabata (story), Teinosuke Kinugasa"
41,N/A,N/A,6.3,"2,116",104 min,English,Passed,United Artists,07 Aug 1955,tt0048248,"A Kentucky widower bound for 1820's Texas with his young son is thwarted in his efforts by a corrupt constable, a long-standing family feud, and a beautiful indentured servant.",Burt Lancaster,The Kentuckian,"Burt Lancaster, Dianne Foster, Diana Lynn, Walter Matthau",True,movie,1 nomination.,08 May 2001,1955,https://m.media-amazon.com/images/M/MV5BNWFiOGI5YmItMWQ2NC00MjJhLTk1YzUtOGRiOTdjOTMzMzZlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,USA,"Drama, Western","A.B. Guthrie Jr. (screenplay), Felix Holt (novel)"
N/A,N/A,N/A,7.4,52,27 min,Hungarian,N/A,N/A,26 Jan 1956,tt0048249,N/A,Gyula Macskássy,Két bors ökröcske,"József Bihari, Mihály Dávid, György Weiser",True,movie,N/A,N/A,1956,https://m.media-amazon.com/images/M/MV5BYzJlZTI0M2EtZDYxMi00ZjYxLTkwYzQtMmM3ZjdhNDZhMTkwXkEyXkFqcGdeQXVyMTkxODE4MTA@._V1_SX300.jpg,Hungary,"Animation, Short",N/A
N/A,N/A,N/A,6.7,722,96 min,English,Approved,Criterion Collection,15 Aug 1955,tt0048250,"In a lower-class London community of small shops, open-air vendors and flea-marketers, Joe, a small boy, lives with his mother, Joanne, who works in and rooms above the Kandinsky tailor ...",Carol Reed,A Kid for Two Farthings,"Celia Johnson, Diana Dors, David Kossoff, Joe Robinson",True,movie,1 nomination.,05 Apr 2005,1955,https://m.media-amazon.com/images/M/MV5BOGI5ZDgzOWYtMTg2Yi00NmQxLWFlNDMtNTZlMDg0Yjg5YTMwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg,UK,"Comedy, Drama, Family, Fantasy, Sport","Wolf Mankowitz (based on the book by), Wolf Mankowitz (screenplay)"
N/A,N/A,N/A,7.0,109,6 min,English,N/A,N/A,20 Aug 1955,tt0048251,"To escape a bulldog, Sylvester Cat allows himself to be adopted by a little girl. The little girl turns out to be rougher than the bulldog, though in her case it is entirely out of love. ...",Friz Freleng,A Kiddies Kitty,"Sara Berner, Mel Blanc, Lucille Bliss",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BNjU0MWNkNmItNjkyNy00MWIwLTkwMGQtNmI4ODQxMWYzMTQ3XkEyXkFqcGdeQXVyNDcwNDI2MTk@._V1_SX300.jpg,USA,"Family, Animation, Short, Comedy",Warren Foster (story)
N/A,N/A,N/A,7.0,11,78 min,Finnish,N/A,N/A,16 Sep 1955,tt0048252,N/A,Erik Blomberg,Kihlaus,"Mirjami Kuosmanen, Hannes Häyrinen, Heimo Lepistö, Pertti Weckström",True,movie,1 win.,N/A,1955,https://m.media-amazon.com/images/M/MV5BZGJiYTk4NmMtZmI1MC00Yzk1LTg2YjItNmQ3MTZhNmVkNWQzXkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_SX300.jpg,Finland,Comedy,"Aleksis Kivi (play), Eino Salmelainen (outline), Mirjami Kuosmanen (screenplay)"
N/A,N/A,N/A,6.1,108,79 min,Finnish,N/A,N/A,06 May 1955,tt0048253,Pekka and Pätkä attempt to make a living as inventors. Accidentally they get involved in a bank robbery.,Armand Lohikoski,Kiinni on ja pysyy,"Matti Aulos, Thure Bahne, Ossi Elstelä, Bertil Holmström",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BNWQxZjVhYmQtN2I1YS00MzM5LWIwNTMtZjdlYjJlYzFmZDY5XkEyXkFqcGdeQXVyMTIxMzMzMzE@._V1_SX300.jpg,Finland,Comedy,Reino Helismaa
N/A,N/A,N/A,6.7,"19,138",67 min,English,Not Rated,United Artists,01 Oct 1955,tt0048254,"Ready to catch a train to his hometown, a washed up boxer tells us about the strange and twisty events that happened to him the past couple of days.",Stanley Kubrick,Killer's Kiss,"Frank Silvera, Jamie Smith, Irene Kane, Jerry Jarrett",True,movie,1 win.,15 May 2001,1955,https://m.media-amazon.com/images/M/MV5BM2FiNjRlMWQtNDk0Ny00OTA0LWI0ZjEtNTM4NmZlZTllZDFlXkEyXkFqcGdeQXVyNjMxMzM3NDI@._V1_SX300.jpg,USA,"Crime, Drama, Film-Noir, Thriller",Stanley Kubrick (story)
N/A,N/A,N/A,6.9,98,110 min,German,N/A,N/A,04 Mar 1955,tt0048255,'As Germany's fortunes in the latter part of World War II wane, several young boys, in their enthusiasm to do something "for the fatherland", volunteer to fight with the German army in the ...',Laslo Benedek,"Sons, Mothers and a General","Hilde Krahl, Therese Giehse, Ursula Herking, Alice Treff",True,movie,Won 1 Golden Globe. Another 2 wins & 1 nomination.,N/A,1955,https://m.media-amazon.com/images/M/MV5BMmQ0YjE4NDAtYzY5Yy00ZDBmLThjODItODg3ZjEwMmU4OWU3XkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_SX300.jpg,West Germany,"Drama, War","Herbert Reinecker (screenplay), Herbert Reinecker (novel)"
N/A,N/A,N/A,2.0,"1,100",63 min,English,Not Rated,Lippert Pictures,17 Jun 1955,tt0048256,"A new planet moves into our solar system and four scientists (two couples) are sent to explore Planet Nova. In between romantic interludes, the cast faces an iguana masquerading as a Tyrannosaurus Rex.",Bert I. Gordon,King Dinosaur,"William Bryant, Wanda Curtis, Douglas Henderson, Patti Gallagher",True,movie,N/A,26 Apr 2005,1955,https://m.media-amazon.com/images/M/MV5BNzI1ZTcxZTMtNWI5Ny00Y2JiLWIwNmUtYWY2OTU0YmI4NTliXkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_SX300.jpg,USA,"Adventure, Sci-Fi","Bert I. Gordon (based on an original story by), Al Zimbalist (based on an original story by), Tom Gries (screenplay)"
N/A,N/A,N/A,4.1,24,167 min,English,Approved,N/A,27 Jun 1955,tt0048257,Treasury agents go after a ring of counterfeiters operating out of a traveling carnival.,Franklin Adreon,King of the Carnival,"Harry Lauter, Fran Bennett, Keith Richards, Robert Shayne",True,movie,N/A,18 Jul 1995,1955,https://m.media-amazon.com/images/M/MV5BODgzNzNkZmMtYTNlNy00ZTBlLTkxZWUtZDdlZjhkYTBlMWE0XkEyXkFqcGdeQXVyNjYwODc3ODk@._V1_SX300.jpg,USA,"Action, Crime, Drama, Romance",Ronald Davidson
N/A,N/A,N/A,5.6,85,93 min,English,Not Rated,N/A,07 May 1956,tt0048258,"Richard, son of the King of Laurentia who has been living in Monte Carlo with Martha Karrillos for several years due to his parents refusal to this unroyal affair, is called to assume his ...",Herbert Wilcox,King's Rhapsody,"Anna Neagle, Errol Flynn, Patrice Wymore, Martita Hunt",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BMmY3NjNjN2QtNGNlMi00MmE1LWI5MWQtYTc0NjFkM2JmMjY1XkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_SX300.jpg,UK,"Drama, Romance, Musical","Ivor Novello (play), Pamela Bower (screenplay), Christopher Hassall (screenplay), A.P. Herbert (additional dialogue)"
N/A,N/A,N/A,5.8,491,78 min,English,Not Rated,Warner Home Video,05 Aug 1955,tt0048259,An ex-soldier turned highwayman uncovers a plot to take control of England from King Charles II.,"Robert Z. Leonard, Hugo Fregonese",The King's Thief,"Ann Blyth, Edmund Purdom, David Niven, George Sanders",True,movie,N/A,22 Jun 1994,1955,https://m.media-amazon.com/images/M/MV5BMTQzNDM1OTU1MF5BMl5BanBnXkFtZTcwNzM3MjEyMQ@@._V1_SX300.jpg,USA,"Adventure, History","Robert Hardy Andrews (story), Christopher Knopf"
N/A,N/A,N/A,6.3,"1,254",113 min,English,Approved,MGM Home Entertainment,23 Dec 1955,tt0048260,A roguish poet is given the run of the scheming Wazir's harem while pretending to help him usurp the young caliph.,"Vincente Minnelli, Stanley Donen",Kismet,"Howard Keel, Ann Blyth, Dolores Gray, Vic Damone",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BZDIwNjk0MGItNWZmOC00ZDZlLWJkM2QtNzUwNDM3MGEzZDc2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,USA,"Adventure, Musical, Fantasy, Comedy, Romance",'Charles Lederer (screenplay), Luther Davis (screenplay), Charles Lederer (adapted from the musical play "Kismet": book by), Luther Davis (adapted from the musical play "Kismet": book by), Edward Knoblock (founded on "Kismet" by)'
N/A,N/A,http://www.criterion.com/,7.6,"16,680",106 min,"English, Italian, Spanish",Not Rated,MGM,01 Jul 1955,tt0048261,'A doomed female hitchhiker pulls Mike Hammer into a deadly whirlpool of intrigue, revolving around a mysterious "great whatsit".',Robert Aldrich,Kiss Me Deadly,"Ralph Meeker, Albert Dekker, Paul Stewart, Juano Hernandez",True,movie,1 win.,19 Jun 2001,1955,https://m.media-amazon.com/images/M/MV5BYzA3YTE4MjktN2VmMS00YTdkLTkyYzEtZGUwN2NiZThlZmM5XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,USA,"Crime, Film-Noir, Mystery, Sci-Fi, Thriller","Mickey Spillane (novel), A.I. Bezzerides (screenplay)"
N/A,N/A,N/A,5.8,76,87 min,English,Approved,N/A,01 Nov 1955,tt0048262,"In 1700, a Spanish princess travels from New Mexico to California with ruthless outlaw El Tigre as guide.",Joseph M. Newman,Kiss of Fire,"Jack Palance, Barbara Rush, Rex Reason, Martha Hyer",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BMGQ4YjQ2MmYtNDExMS00OTBhLTgzZmUtMWYyZWUzZWE1NWUyXkEyXkFqcGdeQXVyNTk1MTk0MDI@._V1_SX300.jpg,USA,"Adventure, History, Western","Franklin Coen, Richard Collins, Jonreed Lauritzen (novel)"
N/A,N/A,N/A,7.6,636,7 min,English,N/A,N/A,01 Oct 1955,tt0048263,"An apple falls on Bugs' head, transporting him back to King Arthur's England.",Chuck Jones,Knight-Mare Hare,Mel Blanc,True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BMTY2MDc4NDM5M15BMl5BanBnXkFtZTcwMTg4OTUzMQ@@._V1_SX300.jpg,USA,"Family, Animation, Short, Comedy",Tedd Pierce (story)
N/A,N/A,N/A,6.8,30,N/A,Russian,N/A,N/A,17 Aug 1955,tt0048264,N/A,Isidor Annensky,Knyazhna Meri,"Anatoliy Verbitskiy, Karina Shmarinova, Leonid Gubanov, Mikhail Astangov",True,movie,N/A,N/A,1955,https://m.media-amazon.com/images/M/MV5BNWJlYjdjZjktY2NiNC00NTBlLWIwNDMtMWUxZTgwN2ZlOTgzXkEyXkFqcGdeQXVyNjcyNjQ2NDM@._V1_SX300.jpg,Soviet Union,N/A,"Isidor Annensky, Arkadi Gajdar, Mikhail Lermontov (novel)"
N/A,N/A,N/A,7.6,7,82 min,Japanese,N/A,N/A,09 Jan 1955,tt0048265,N/A,Ishirô Honda,Koi-gesho,"Ryô Ikebe, Hiroshi Koizumi, Fubuki Koshiji, Mariko Okada",True,movie,N/A,N/A,1955,N/A,Japan,Comedy,'Hidemi Kon (author. "Fukeyo kawakaze"), Dai Nishijima'
